0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,1
15,5
16,4
17,14
18,15
19,9
20,16
21,17
22,18
23,19
24,20
25,21
26,22
27,9
28,23
29,4
30,9
31,24
32,25
33,26
34,27
35,28
36,29
37,23
38,30
39,31
40,23
41,32
42,32
43,33
44,34
45,35
46,36
47,37
48,38
49,39
50,9
51,7
52,9
53,26
54,40
55,41
56,42
57,43
58,30
59,44
60,45
61,46
62,29
63,47
64,48
65,37
66,9
67,49
68,50
69,51
70,8
71,52
72,23
73,24
74,20
75,53
76,8
77,54
78,8
79,55
80,56
81,24
82,12
83,57
84,58
85,59
86,16
87,8
88,59
89,60
90,6
91,61
92,62
93,63
94,64
95,44
96,29
97,44
98,26
99,65
100,61
101,53
102,33
103,23
104,1
105,61
106,53
107,33
108,44
109,66
110,30
111,44
112,44
113,44
114,67
115,4
116,30
117,53
118,68
119,10
120,41
121,48
122,69
123,70
124,6
125,71
126,72
127,44
128,73
129,74
130,12
131,53
132,4
133,70
134,22
135,75
136,23
137,22
138,6
139,22
140,16
141,76
142,56
143,10
144,10
145,21
146,77
147,58
148,23
149,10
150,9
151,39
152,78
153,79
154,6
155,10
156,80
157,31
158,7
159,81
160,35
161,82
162,26
163,83
164,84
165,85
166,10
167,86
168,87
169,88
170,41
171,4
172,10
173,89
174,90
175,26
176,89
177,25
178,91
179,83
180,92
181,93
182,89
183,83
184,8
185,94
186,89
187,8
188,95
189,91
190,96
191,91
192,86
193,97
194,98
195,36
196,54
197,48
198,90
199,99
200,44
201,69
202,100
203,21
204,21
205,6
206,86
207,101
208,54
209,28
210,102
211,23
212,1
213,103
214,28
215,41
216,104
217,77
218,22
219,41
220,50
221,4
222,105
223,106
224,30
225,22
226,65
227,106
228,107
229,86
230,63
231,8
232,48
233,44
234,108
235,108
236,109
237,30
238,110
239,28
240,68
241,111
242,8
243,112
244,113
245,7
246,114
247,83
248,86
249,4
250,66
251,7
252,115
253,23
254,23
255,50
256,111
257,53
258,116
259,114
260,117
261,83
262,13
263,118
264,95
265,119
266,54
267,120
268,48
269,41
270,121
271,122
272,26
273,22
274,115
275,30
276,48
277,123
278,41
279,124
280,115
281,48
282,8
283,41
284,63
285,21
286,125
287,33
288,126
289,23
290,127
291,83
292,44
293,83
294,48
295,82
296,113
297,13
298,48
299,52
300,128
301,129
302,4
303,130
304,131
305,131
306,132
307,92
308,133
309,24
310,26
311,51
312,36
313,40
314,53
315,134
316,114
317,51
318,31
319,129
320,135
321,114
322,18
323,31
324,136
325,121
326,34
327,41
328,4
329,34
330,8
331,8
332,8
333,53
334,137
335,21
336,53
337,138
338,132
339,30
340,139
341,53
342,140
343,35
344,141
345,88
346,50
347,135
348,35
349,4
350,142
351,8
352,53
353,143
354,120
355,105
356,132
357,31
358,17
359,40
360,4
361,70
362,144
363,145
364,128
365,44
366,146
367,53
368,67
369,92
370,147
371,47
372,29
373,120
374,45
375,45
376,70
377,148
378,108
379,149
380,115
381,150
382,30
383,18
384,88
385,148
386,151
387,108
388,31
389,4
390,7
391,8
392,46
393,133
394,70
395,152
396,23
397,35
398,86
399,6
400,105
401,24
402,153
403,8
404,86
405,95
406,58
407,29
408,70
409,8
410,115
411,154
412,155
413,31
414,107
415,114
416,58
417,64
418,101
419,156
420,88
421,83
422,157
423,122
424,58
425,58
426,158
427,83
428,22
429,159
430,107
431,133
432,12
433,107
434,143
435,160
436,161
437,143
438,158
439,23
440,29
441,22
442,23
443,83
444,31
445,162
446,163
447,92
448,164
449,30
450,165
451,166
452,8
453,147
454,23
455,9
456,115
457,167
458,156
459,168
460,23
461,26
462,48
463,53
464,123
465,169
466,144
467,74
468,33
469,44
470,92
471,170
472,171
473,92
474,31
475,83
476,139
477,24
478,16
479,172
480,147
481,48
482,173
483,120
484,41
485,163
486,115
487,44
488,107
489,107
490,107
491,174
492,175
493,176
494,126
495,143
496,177
497,178
498,177
499,6
500,100
501,102
502,86
503,24
504,8
505,76
506,101
507,108
508,91
509,179
510,106
511,132
512,76
513,22
514,180
515,102
516,101
517,71
518,76
519,83
520,23
521,44
522,23
523,44
524,181
525,8
526,44
527,163
528,140
529,8
530,54
531,143
532,8
533,114
534,4
535,182
536,64
537,44
538,29
539,151
540,83
541,183
542,107
543,159
544,159
545,184
546,185
547,106
548,59
549,106
550,26
551,8
552,53
553,9
554,122
555,21
556,186
557,187
558,21
559,187
560,23
561,187
562,23
563,179
564,69
565,188
566,69
567,29
568,10
569,124
570,59
571,41
572,59
573,189
574,108
575,190
576,41
577,191
578,192
579,193
580,132
581,194
582,26
583,108
584,5
585,189
586,8
587,9
588,195
589,193
590,196
591,18
592,36
593,44
594,8
595,48
596,9
597,23
598,83
599,80
600,114
601,8
602,95
603,12
604,108
605,12
606,30
607,197
608,29
609,21
610,198
611,30
612,53
613,8
614,30
615,199
616,8
617,53
618,30
619,107
620,8
621,200
622,4
623,194
624,23
625,148
626,12
627,7
628,59
629,22
630,29
631,12
632,87
633,41
634,41
635,201
636,202
637,203
638,58
639,16
640,24
641,204
642,205
643,111
644,83
645,206
646,41
647,23
648,92
649,30
650,26
651,26
652,86
653,13
654,58
655,75
656,76
657,76
658,105
659,71
660,10
661,18
662,100
663,4
664,76
665,7
666,207
667,208
668,29
669,28
670,22
671,101
672,102
673,187
674,44
675,9
676,99
677,199
678,108
679,44
680,8
681,53
682,22
683,137
684,113
685,90
686,108
687,108
688,24
689,114
690,51
691,14
692,9
693,104
694,23
695,186
696,175
697,10
698,11
699,193
700,209
701,210
702,211
703,212
704,213
705,142
706,51
707,8
708,50
709,108
710,21
711,70
712,214
713,215
714,92
715,144
716,8
717,83
718,216
719,30
720,132
721,217
722,218
723,93
724,150
725,108
726,72
727,8
728,41
729,219
730,220
731,192
732,48
733,10
734,221
735,50
736,8
737,53
738,222
739,85
740,115
741,223
742,87
743,128
744,121
745,66
746,50
747,50
748,58
749,154
750,9
751,50
752,50
753,51
754,83
755,148
756,23
757,44
758,72
759,16
760,20
761,206
762,47
763,20
764,23
765,22
766,166
767,224
768,7
769,147
770,8
771,50
772,106
773,135
774,9
775,171
776,53
777,225
778,107
779,33
780,107
781,107
782,70
783,148
784,107
785,107
786,107
787,107
788,107
789,126
790,107
791,171
792,171
793,183
794,226
795,171
796,141
797,44
798,83
799,147
800,25
801,29
802,44
803,29
804,115
805,107
806,92
807,92
808,29
809,68
810,29
811,4
812,4
813,12
814,10
815,10
816,41
817,227
818,29
819,211
820,147
821,4
822,98
823,4
824,228
825,21
826,229
827,228
828,159
829,84
830,64
831,145
832,230
833,10
834,35
835,54
836,8
837,140
838,54
839,231
840,232
841,30
842,8
843,143
844,154
845,215
846,41
847,30
848,8
849,50
850,8
851,233
852,140
853,217
854,115
855,26
856,12
857,154
858,29
859,115
860,91
861,53
862,30
863,9
864,58
865,8
866,23
867,35
868,8
869,73
870,24
871,115
872,120
873,155
874,120
875,120
876,22
877,120
878,53
879,8
880,8
881,234
882,34
883,48
884,120
885,120
886,7
887,73
888,8
889,8
890,126
891,50
892,50
893,107
894,12
895,123
896,12
897,235
898,159
899,182
900,8
901,8
902,156
903,58
904,86
905,58
906,199
907,24
908,8
909,31
910,53
911,107
912,133
913,236
914,4
915,83
916,7
917,57
918,41
919,211
920,41
921,41
922,219
923,24
924,86
925,133
926,186
927,70
928,237
929,12
930,238
931,8
932,58
933,129
934,107
935,178
936,44
937,70
938,102
939,212
940,91
941,70
942,22
943,159
944,115
945,115
946,143
947,70
948,44
949,26
950,115
951,115
952,131
953,159
954,73
955,239
956,105
957,41
958,148
959,70
960,105
961,24
962,58
963,83
964,72
965,73
966,115
967,148
968,240
969,241
970,143
971,12
972,115
973,148
974,8
975,115
976,8
977,58
978,24
979,24
980,115
981,25
982,8
983,4
984,13
985,242
986,25
987,194
988,16
989,139
990,243
991,105
992,58
993,70
994,35
995,158
996,8
997,29
998,29
999,115
1000,39
1001,220
1002,60
1003,244
1004,245
1005,86
1006,241
1007,246
1008,192
1009,247
1010,194
1011,35
1012,48
1013,30
1014,93
1015,44
1016,248
1017,60
1018,200
1019,111
1020,242
1021,100
1022,249
1023,8
1024,117
1025,115
1026,115
1027,115
1028,8
1029,12
1030,148
1031,82
1032,148
1033,108
1034,61
1035,44
1036,250
1037,70
1038,44
1039,29
1040,8
1041,8
1042,8
1043,30
1044,58
1045,134
1046,251
1047,31
1048,9
1049,5
1050,133
1051,106
1052,63
1053,241
1054,44
1055,60
1056,143
1057,174
1058,16
1059,143
1060,35
1061,50
