0,0
1,1
2,1
3,1
4,2
5,1
6,2
7,0
8,3
9,4
10,5
11,6
12,5
13,5
14,7
15,6
16,0
17,8
18,9
19,10
20,10
21,0
22,11
23,12
24,11
25,9
26,13
27,14
28,12
29,12
30,15
31,5
32,2
33,2
34,0
35,0
36,9
37,12
38,12
39,5
40,16
41,2
42,17
43,2
44,12
45,18
46,19
47,5
48,3
49,20
50,2
51,12
52,12
53,11
54,17
55,12
56,1
57,21
58,12
59,12
60,17
61,12
62,12
63,6
64,1
65,1
66,0
67,2
68,1
69,9
70,22
71,9
72,23
73,9
74,2
75,6
76,24
77,0
78,18
79,25
80,25
81,9
82,26
83,27
84,28
85,29
86,30
87,9
88,17
89,25
90,12
91,1
92,1
93,6
94,17
95,12
96,12
97,12
98,17
99,9
100,31
101,0
102,9
103,9
104,6
105,6
106,9
107,6
108,17
109,32
110,9
111,9
112,6
113,6
114,33
115,33
116,24
117,9
118,24
119,9
120,24
121,9
122,9
123,1
124,0
125,0
126,0
127,9
128,0
129,10
130,34
131,17
132,6
133,17
134,17
135,9
136,17
137,35
138,17
139,17
140,17
141,36
142,17
143,33
144,37
145,25
146,37
147,38
148,39
149,25
150,40
151,27
152,25
153,41
154,6
155,0
156,0
157,42
158,24
159,8
160,25
161,27
162,43
163,17
164,0
165,34
166,34
167,44
168,25
169,25
170,45
171,34
172,44
173,34
174,44
175,34
176,46
177,2
178,2
179,9
180,35
181,47
182,17
183,48
184,17
185,8
186,43
187,49
188,0
189,12
190,43
191,29
192,47
193,50
194,17
195,17
196,51
197,1
198,17
199,17
200,17
201,52
202,17
203,53
204,24
205,17
206,17
207,20
208,37
209,29
210,8
211,24
212,34
213,54
214,12
215,25
216,55
217,34
218,56
219,6
220,20
221,57
222,58
223,34
224,56
225,33
226,59
227,60
228,17
229,55
230,61
231,49
232,34
233,46
234,33
235,34
236,49
237,49
238,56
239,17
240,17
241,62
242,63
243,63
244,17
245,52
246,64
247,17
248,17
249,17
250,17
251,17
252,17
253,52
254,17
255,61
256,55
257,33
258,65
259,66
260,67
261,68
262,66
263,69
264,67
265,70
266,7
267,23
268,9
269,10
270,10
271,23
272,10
273,10
274,71
275,2
276,72
277,72
278,72
279,56
280,55
281,10
282,10
283,10
284,73
285,28
286,6
287,6
288,26
289,74
290,6
291,6
292,9
293,72
294,75
295,13
296,10
297,14
298,9
299,55
300,6
301,56
302,6
303,72
304,6
305,29
306,67
307,25
308,74
309,24
310,72
311,27
312,17
313,55
314,33
315,33
316,76
317,23
318,55
319,66
320,13
321,26
322,30
323,2
324,26
325,6
326,2
327,2
328,2
329,2
330,2
331,2
332,2
333,2
334,2
335,6
336,2
337,17
338,17
339,17
340,77
341,17
342,2
343,17
344,17
345,17
346,78
347,2
348,0
349,6
350,2
351,17
352,17
353,2
354,17
355,17
356,17
357,2
358,2
359,9
360,75
361,79
362,80
363,6
364,75
365,75
366,17
367,9
368,75
369,49
370,49
371,9
372,9
373,17
374,6
375,6
376,36
377,17
378,75
379,81
380,9
381,17
382,9
383,9
384,9
385,81
386,9
387,6
388,17
389,39
390,39
391,39
392,9
393,39
394,9
395,6
396,9
397,26
398,9
399,9
400,17
401,36
402,82
403,10
404,41
405,75
406,25
407,41
408,81
409,56
410,13
411,41
412,81
413,17
414,13
415,17
416,25
417,60
418,28
419,77
420,27
421,27
422,27
423,25
424,24
425,27
426,72
427,27
428,28
429,27
430,38
431,9
432,83
433,58
434,27
435,27
436,25
437,25
438,27
439,27
440,24
441,27
442,25
443,25
444,2
445,27
446,9
447,41
448,34
449,2
450,25
451,27
452,4
453,27
454,24
455,72
456,26
457,29
458,77
459,13
460,28
461,29
462,44
463,2
464,12
465,84
466,12
467,9
468,17
469,6
470,12
471,85
472,12
473,17
474,17
475,9
476,9
477,0
478,0
479,9
480,17
481,12
482,9
483,6
484,3
485,12
486,6
487,17
488,17
489,22
490,12
491,17
492,6
493,0
494,6
495,12
496,85
497,12
498,9
499,6
500,6
501,85
502,2
503,9
504,17
505,17
506,9
507,6
508,6
509,30
510,6
511,3
512,3
513,6
514,17
515,17
516,17
517,17
518,17
519,2
520,9
521,12
522,12
523,12
524,12
525,2
526,3
527,6
528,6
529,6
530,6
531,6
532,12
533,8
534,3
535,43
536,43
537,6
538,12
539,6
540,72
541,0
542,0
543,9
544,12
545,2
546,3
547,0
548,2
549,6
550,10
551,44
552,6
553,86
554,17
555,12
556,9
557,2
558,9
559,86
560,86
561,9
562,6
563,9
564,86
565,6
566,12
567,49
568,0
569,11
570,12
571,6
572,6
573,2
574,0
575,2
576,9
577,84
578,2
579,6
580,9
581,12
582,6
583,84
584,9
585,77
586,9
587,0
588,25
589,6
590,2
591,17
592,17
593,17
594,2
595,12
596,12
597,6
598,17
599,6
600,9
601,17
602,27
603,27
604,0
605,2
606,6
607,0
608,17
609,6
610,2
611,11
612,27
613,11
614,11
615,3
616,11
617,11
618,12
619,49
620,3
621,6
622,6
623,6
624,6
625,12
626,2
627,65
628,69
629,9
630,66
631,87
632,66
633,77
634,66
635,30
636,72
637,88
638,65
639,37
640,9
641,77
642,72
643,0
644,25
645,21
646,89
647,37
648,75
649,90
650,91
651,37
652,21
653,65
654,66
655,92
656,93
657,66
658,92
659,64
660,6
661,64
662,64
663,64
664,21
665,9
666,25
667,72
668,64
669,24
670,13
671,15
672,25
673,72
674,6
675,35
676,20
677,64
678,64
679,69
680,25
681,35
682,93
683,2
684,2
685,2
686,2
687,20
688,49
689,35
690,24
691,66
692,17
693,17
694,64
695,17
696,20
697,64
698,17
699,72
700,17
701,49
702,93
703,23
704,17
705,9
706,17
707,64
708,17
709,65
710,64
711,39
712,82
713,20
714,17
715,17
716,17
717,2
718,64
719,74
720,49
721,65
722,94
723,95
724,64
725,64
726,31
727,66
728,17
729,2
730,64
731,36
732,64
733,96
734,87
735,64
736,17
737,72
738,64
739,17
740,31
741,31
742,94
743,64
744,2
745,17
746,31
747,17
748,13
749,49
750,17
751,74
752,17
753,17
754,31
755,80
756,31
757,17
758,17
759,25
760,66
761,20
762,17
763,94
764,9
765,2
766,94
767,64
768,17
769,17
770,64
771,65
772,97
773,94
774,17
775,2
776,23
777,39
778,17
779,17
780,36
781,89
782,31
783,8
784,17
785,65
786,20
787,35
788,29
789,17
790,65
791,17
792,72
793,65
794,66
795,17
796,65
797,17
798,17
799,65
800,17
801,72
802,17
803,17
804,26
805,26
806,66
807,17
808,72
809,17
810,17
811,94
812,65
813,17
814,26
815,24
816,26
817,27
818,26
819,2
820,65
821,42
822,67
823,17
824,66
825,66
826,66
827,69
828,69
829,69
830,98
831,69
832,69
833,69
834,69
835,69
836,9
837,82
838,82
839,26
840,82
841,2
842,17
843,64
844,17
845,74
846,81
847,89
848,77
849,89
850,9
851,30
852,17
853,26
854,67
855,66
856,6
857,9
858,2
859,56
860,55
861,55
862,58
863,20
864,58
865,64
866,93
867,93
868,2
869,93
870,36
871,20
872,65
873,17
874,2
875,6
876,17
877,6
878,9
879,17
880,9
881,9
882,17
883,17
884,17
885,17
886,17
887,49
888,72
889,99
890,72
891,26
892,17
893,17
894,17
895,8
896,2
897,66
898,2
899,74
900,72
901,72
902,90
903,26
904,17
905,100
906,17
907,17
908,95
909,95
910,95
911,101
912,17
913,95
914,17
915,17
916,65
917,6
918,9
919,74
920,64
921,94
922,2
923,20
924,99
925,82
926,36
927,64
928,31
929,17
930,31
931,17
932,36
933,26
934,37
935,17
936,31
937,9
938,95
939,17
940,102
941,0
942,17
943,31
944,63
945,17
946,46
947,64
948,59
949,93
950,56
951,20
952,65
953,72
954,17
955,48
956,9
957,49
958,30
959,56
960,30
961,49
962,17
963,17
964,17
965,8
966,66
967,58
968,17
969,17
970,17
971,28
972,41
973,64
974,93
975,66
976,36
977,36
978,64
979,103
980,95
981,66
982,81
983,14
984,39
985,72
986,17
987,26
988,2
989,104
990,70
991,105
992,69
993,106
994,6
995,6
996,107
997,16
998,64
999,87
1000,106
1001,108
1002,101
1003,2
1004,17
1005,35
1006,23
1007,64
1008,56
1009,2
1010,52
1011,49
1012,2
1013,109
1014,30
1015,101
1016,56
1017,64
1018,64
1019,58
1020,64
1021,9
1022,9
1023,49
1024,2
1025,41
1026,67
1027,89
1028,9
1029,110
1030,104
1031,64
1032,101
1033,31
1034,23
1035,17
1036,56
1037,74
1038,101
1039,101
1040,106
1041,64
1042,58
1043,25
1044,9
1045,64
1046,64
1047,64
1048,103
1049,2
1050,9
1051,104
1052,104
1053,30
1054,103
1055,27
1056,64
1057,28
1058,20
1059,35
1060,111
1061,35
